layer30,"[('▁{', 0.85), ('utos', 0.79), ('unos', 0.5), ('р', 0.49), ('коно', 0.49), ('л', 0.32), ('го', 0.3), ('abet', 0.29), ('undo', 0.27), ('ryty', 0.26)]","[('A', 69.92), ('▁A', 21.48), ('▁{', 1.34), ('D', 0.54), ('<0x0A>', 0.51), ('B', 0.46), ('▁А', 0.4), ('▁D', 0.25), ('▁B', 0.2), ('C', 0.12)]","[('<0x0A>', 14.14), ('▁I', 13.16), (',', 8.16), ('1', 6.89), ('2', 6.77), ('▁on', 6.34), ('▁(', 3.99), ('3', 3.53), ('▁from', 3.24), ('0', 3.06)]","[('▁A', 61.47), ('A', 22.59), ('<0x0A>', 5.52), ('▁{', 1.48), ('▁D', 1.05), ('▁B', 1.02), ('1', 0.98), ('▁(', 0.78), ('<0xF0>', 0.39), ('2', 0.38)]"
layer31,"[('▁', 83.09), ('▁▁', 0.2), ('▁(', 0.1), ('!', 0.07), ('1', 0.06), ('0', 0.06), (')', 0.06), ('▁+', 0.05), ('3', 0.04), ('▁arab', 0.04)]","[('▁A', 34.18), ('A', 21.78), ('▁{', 5.81), ('<0x0A>', 5.11), ('<0xF0>', 3.04), ('▁B', 2.93), ('▁(', 2.51), ('1', 1.57), ('▁D', 1.14), ('▁А', 0.71)]","[('Ḩ', 3.81), ('▁geprüft', 2.98), ('textt', 0.87), ('▁kwiet', 0.78), ('▁(`', 0.63), ('▁beskre', 0.52), ('▁alberga', 0.52), ('ungsseite', 0.49), ('▁prü', 0.47), ('ALSE', 0.47)]","[('▁A', 58.71), ('▁{', 15.19), ('<0x0A>', 8.42), ('<0xF0>', 6.38), ('▁(', 2.67), ('▁B', 2.53), ('▁D', 1.89), ('<0xE2>', 1.0), ('1', 0.68), ('▁C', 0.28)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('▁is', 7.45), ('▁to', 5.9), (',', 4.89), ('.', 3.93), ('▁for', 3.91), ('▁the', 3.81), ('▁with', 3.47), ('▁and', 3.0), ('▁on', 2.43), ('▁that', 2.34)]","[(',', 2.92), ('▁is', 2.37), ('.', 2.34), ('▁to', 2.09), ('▁with', 1.52), ('▁for', 1.4), ('▁on', 1.21), ('▁the', 1.18), ('▁more', 1.04), ('▁from', 0.92)]","[(',', 3.75), ('.', 3.52), ('<0x0A>', 2.45), ('▁is', 1.97), (""'"", 1.45), ('▁the', 1.12), ('-', 1.0), ('▁to', 0.99), ('▁on', 0.91), ('’', 0.79)]","[('▁is', 1.92), (',', 1.55), ('▁more', 1.11), ('▁to', 1.1), ('.', 1.05), ('▁on', 0.99), ('▁the', 0.78), ('▁from', 0.74), ('▁for', 0.73), ('▁with', 0.72)]"
layer1,"[('▁to', 29.65), ('▁of', 18.78), ('▁and', 15.44), ('▁by', 7.46), (',', 3.42), ('▁for', 3.29), ('▁on', 3.21), ('▁in', 2.62), ('.', 2.33), ('▁with', 1.88)]","[('1', 37.18), ('2', 21.72), ('3', 7.27), ('4', 4.24), ('0', 3.13), ('5', 2.85), ('6', 1.99), ('7', 1.4), ('8', 1.39), ('9', 1.08)]","[('-', 25.77), ('2', 15.62), (',', 12.24), ('1', 11.25), ('.', 8.27), ('3', 2.16), ('5', 1.49), ('/', 1.12), ('4', 1.04), ('6', 0.95)]","[('1', 43.04), ('2', 35.05), ('3', 6.74), ('4', 3.54), ('5', 2.93), ('6', 2.43), ('7', 1.45), ('0', 1.31), ('8', 1.02), ('9', 0.8)]"
layer2,"[(',', 10.97), ('▁and', 7.48), ('▁to', 3.61), ('<0x0A>', 3.41), ('-', 3.2), ('’', 2.8), (""'"", 2.28), ('▁of', 2.2), ('▁in', 2.02), ('▁or', 1.83)]","[('1', 21.98), ('2', 13.35), ('3', 5.46), ('0', 4.71), ('5', 4.23), ('4', 4.21), ('8', 2.93), ('6', 2.64), ('7', 2.36), ('9', 2.2)]","[('”', 5.83), ('’', 4.23), (':', 4.13), (',', 2.82), ('!', 2.16), ('▁of', 1.62), ('?', 1.31), (';', 1.29), ('▁and', 0.7), ('▁away', 0.7)]","[('1', 29.4), ('2', 13.47), ('3', 9.47), ('4', 5.67), ('5', 5.17), ('0', 4.77), ('8', 4.18), ('7', 3.54), ('6', 2.83), ('9', 1.29)]"
layer3,"[(',', 4.57), ('▁that', 2.72), ('▁and', 2.48), ('.', 1.94), ('_', 1.39), ('’', 1.38), ('▁to', 1.25), ('▁', 1.24), ('▁in', 1.23), (')', 1.04)]","[('1', 25.89), ('2', 13.04), ('3', 8.09), ('0', 7.38), ('8', 4.44), ('4', 4.1), ('5', 3.46), ('7', 3.06), ('6', 2.6), ('9', 1.85)]","[('▁RE', 2.63), ('▁W', 1.1), ('▁neutral', 0.79), ('▁“', 0.76), ('<0x0A>', 0.73), ('▁date', 0.71), ('</s>', 0.71), ('▁""', 0.6), ('▁Murray', 0.6), ('icate', 0.58)]","[('1', 32.59), ('0', 11.84), ('2', 11.4), ('3', 7.75), ('5', 4.56), ('4', 4.45), ('7', 3.57), ('6', 3.48), ('8', 2.66), ('9', 1.89)]"
layer4,"[('▁questions', 3.93), ('▁was', 1.52), ('▁', 1.24), ('<0x0A>', 1.12), ('▁from', 0.95), (',', 0.94), ('▁for', 0.92), (':', 0.87), ('▁S', 0.83), ('▁with', 0.63)]","[('1', 28.82), ('2', 8.88), ('0', 7.96), ('3', 4.62), ('5', 4.47), ('4', 3.52), ('6', 2.91), ('8', 2.82), ('7', 2.63), ('9', 2.12)]","[('egen', 0.55), ('3', 0.54), ('▁', 0.54), ('icol', 0.53), ('▁Haz', 0.49), ('<0x0A>', 0.47), ('2', 0.46), ('▁(', 0.41), ('</s>', 0.41), ('8', 0.41)]","[('1', 32.33), ('2', 12.4), ('3', 8.02), ('8', 5.95), ('0', 4.86), ('7', 4.31), ('4', 3.84), ('6', 3.83), ('5', 3.45), ('9', 2.91)]"
layer5,"[('�', 1.54), ('ach', 1.52), ('...', 1.07), (':', 0.69), ('ellow', 0.68), ('|', 0.67), ('’', 0.63), ('BS', 0.47), ('lat', 0.42), ('M', 0.38)]","[('1', 27.11), ('2', 10.04), ('3', 6.68), ('0', 6.42), ('8', 5.64), ('6', 4.57), ('9', 4.06), ('7', 3.51), ('5', 3.1), ('4', 2.85)]","[('1', 18.26), ('2', 7.56), (',', 2.19), ('.', 2.13), ('0', 1.77), ('6', 1.23), ('▁', 1.18), ('3', 0.98), ('4', 0.97), ('7', 0.83)]","[('1', 54.11), ('2', 14.85), ('0', 5.71), ('3', 4.71), ('6', 4.22), ('8', 3.65), ('7', 2.71), ('9', 2.59), ('4', 2.17), ('5', 2.09)]"
layer6,"[('▁_', 4.05), ('...', 1.2), ('▁most', 0.92), ('▁values', 0.77), ('▁Mac', 0.76), ('▁answer', 0.76), ('.', 0.68), ('--', 0.64), ('▁-', 0.6), ('▁answers', 0.59)]","[('1', 34.49), ('2', 9.19), ('3', 5.33), ('9', 4.63), ('8', 4.15), ('4', 3.14), ('7', 2.71), ('6', 2.65), ('0', 2.32), ('5', 1.83)]","[('▁Commons', 1.1), ('▁couple', 1.05), ('ouri', 0.66), ('▁hour', 0.5), ('tu', 0.5), ('iras', 0.37), ('▁Baker', 0.35), ('▁continu', 0.34), ('▁school', 0.29), ('▁Sche', 0.28)]","[('1', 56.11), ('2', 9.69), ('4', 4.09), ('3', 3.95), ('6', 2.7), ('0', 1.87), ('8', 1.65), ('7', 1.52), ('9', 1.35), ('5', 1.12)]"
layer7,"[('izza', 0.92), ('acci', 0.91), ('unes', 0.67), ('▁ad', 0.47), ('col', 0.4), ('▁available', 0.39), ('平', 0.38), ('ord', 0.33), (':', 0.31), ('▁replied', 0.3)]","[('1', 57.6), ('2', 8.04), ('3', 3.5), ('4', 2.14), ('9', 1.39), ('<0x0A>', 1.31), ('0', 1.21), ('8', 1.13), ('6', 1.13), ('5', 0.94)]","[('nitz', 4.61), ('berts', 2.85), ('▁Stra', 1.26), ('▁références', 0.77), ('<0x99>', 0.69), ('▁ones', 0.47), ('▁nas', 0.42), ('▁pale', 0.39), ('anus', 0.37), ('let', 0.33)]","[('1', 60.91), ('2', 8.08), ('3', 5.23), ('4', 3.95), ('9', 2.39), ('6', 1.74), ('5', 1.71), ('0', 1.61), ('8', 1.44), ('<0x0A>', 1.39)]"
layer8,"[('▁Duke', 1.11), ('▁ris', 0.81), ('PG', 0.78), ('▁hands', 0.72), ('▁H', 0.46), ('cul', 0.43), ('▁Zag', 0.43), ('▁f', 0.42), ('iere', 0.41), ('▁Mitchell', 0.39)]","[('1', 55.57), ('3', 6.7), ('2', 5.5), ('4', 3.94), ('9', 2.11), ('5', 2.1), ('0', 1.92), ('<0x0A>', 1.79), ('8', 1.75), ('6', 1.3)]","[('▁dess', 1.82), ('▁rid', 1.1), ('eten', 0.89), ('pit', 0.69), ('2', 0.65), ('<0x99>', 0.65), ('ListItem', 0.43), ('set', 0.4), ('inf', 0.34), ('ML', 0.34)]","[('1', 63.61), ('2', 17.59), ('3', 5.64), ('4', 3.02), ('0', 2.3), ('9', 1.33), ('5', 1.17), ('6', 0.92), ('7', 0.87), ('8', 0.34)]"
layer9,"[('▁due', 2.2), ('due', 1.52), ('▁Brit', 1.2), ('▁Ge', 0.95), ('▁Aqu', 0.77), ('ря', 0.76), ('rita', 0.59), ('ctu', 0.44), ('▁Marie', 0.37), ('l', 0.36)]","[('1', 65.5), ('2', 13.69), ('3', 4.99), ('4', 2.71), ('0', 2.08), ('9', 0.85), ('7', 0.76), ('▁(', 0.6), ('b', 0.54), ('<0x0A>', 0.5)]","[('bra', 0.88), ('▁abandoned', 0.72), ('otte', 0.59), ('▁sympathy', 0.53), ('tbl', 0.52), ('гани', 0.47), ('AME', 0.44), ('idia', 0.36), ('▁sports', 0.34), ('▁McC', 0.34)]","[('1', 64.48), ('2', 9.17), ('3', 6.45), ('0', 4.31), ('4', 2.39), ('9', 0.83), ('b', 0.82), ('5', 0.65), ('6', 0.46), ('7', 0.32)]"
layer10,"[('▁middle', 2.55), ('frika', 1.53), ('▁above', 1.53), ('▁Ge', 1.37), ('▁iz', 1.01), ('▁Lit', 0.77), ('ase', 0.66), ('PG', 0.57), ('ari', 0.55), ('▁governor', 0.54)]","[('1', 54.57), ('2', 8.38), ('3', 7.29), ('0', 6.9), ('4', 2.43), ('b', 1.77), ('9', 0.59), ('▁', 0.48), (':', 0.45), ('5', 0.44)]","[('▁pes', 1.06), ('▁`:', 1.04), ('apes', 0.86), ('uby', 0.56), ('net', 0.54), ('ec', 0.54), ('▁stable', 0.54), ('bio', 0.5), ('花', 0.43), ('anus', 0.42)]","[('1', 62.78), ('3', 15.87), ('2', 10.42), ('0', 3.45), ('4', 1.86), ('5', 0.51), ('6', 0.21), ('▁', 0.19), ('b', 0.16), ('9', 0.15)]"
layer11,"[('▁Mich', 0.79), ('ois', 0.63), ('era', 0.54), ('schau', 0.36), ('▁checkout', 0.33), ('▁URL', 0.32), ('leid', 0.31), ('▁beg', 0.29), ('hren', 0.27), ('aters', 0.27)]","[('1', 62.23), ('3', 15.6), ('2', 9.46), ('0', 3.61), ('4', 1.56), ('5', 0.57), ('6', 0.29), ('b', 0.27), ('▁(', 0.27), ('9', 0.19)]","[('ven', 0.97), ('▁Bureau', 0.78), ('否', 0.77), ('▁Fra', 0.61), ('FT', 0.51), ('ither', 0.49), ('▁ast', 0.45), ('afka', 0.45), ('▁Sund', 0.43), ('zin', 0.41)]","[('1', 65.2), ('2', 15.31), ('3', 7.3), ('0', 3.57), ('4', 1.36), ('▁(', 0.66), ('5', 0.55), ('b', 0.42), ('I', 0.34), ('▁', 0.25)]"
layer12,"[('alle', 2.05), ('uj', 1.82), ('▁three', 1.76), ('three', 0.98), ('▁gepubliceerd', 0.81), ('мо', 0.77), ('inct', 0.69), ('<0xF0>', 0.65), ('les', 0.58), ('▁René', 0.53)]","[('1', 61.82), ('3', 13.9), ('2', 12.35), ('0', 3.89), ('4', 1.81), ('5', 0.62), ('▁(', 0.43), ('I', 0.42), ('b', 0.4), ('6', 0.2)]","[('ogy', 1.47), ('orp', 1.36), ('ғ', 0.72), ('ainer', 0.63), ('olin', 0.59), ('olt', 0.51), ('itatea', 0.48), ('orig', 0.47), ('olk', 0.44), ('odon', 0.42)]","[('1', 49.76), ('3', 16.1), ('2', 13.98), ('0', 5.4), ('4', 1.92), ('b', 1.32), ('5', 0.65), ('▁(', 0.49), ('M', 0.44), ('c', 0.44)]"
layer13,"[('▁Schl', 2.33), ('▁spot', 1.91), ('endi', 1.86), ('▁TCP', 1.13), ('▁False', 0.85), ('ner', 0.76), ('TP', 0.56), ('aha', 0.44), ('▁opposite', 0.4), ('ois', 0.37)]","[('1', 46.27), ('2', 13.86), ('3', 9.42), ('0', 5.89), ('b', 1.81), ('4', 1.48), ('▁(', 1.04), ('5', 0.73), ('M', 0.67), ('<0x0A>', 0.49)]","[('▁base', 0.95), ('▁dy', 0.9), ('nim', 0.87), ('▁or', 0.83), ('ab', 0.54), ('▁either', 0.53), ('▁Planet', 0.42), ('ibt', 0.41), ('瀬', 0.39), ('dx', 0.37)]","[('1', 54.58), ('2', 16.32), ('0', 6.62), ('3', 5.6), ('b', 1.44), ('4', 1.27), ('e', 0.51), ('<0x0A>', 0.5), ('5', 0.45), ('7', 0.39)]"
layer14,"[('cius', 1.22), ('▁Frederick', 0.62), ('▁B', 0.53), ('▁Daar', 0.51), ('acent', 0.47), ('agnet', 0.43), ('▁beskre', 0.41), ('▁clock', 0.41), ('ício', 0.38), ('▁None', 0.37)]","[('1', 43.81), ('2', 11.25), ('0', 7.12), ('3', 6.08), ('b', 3.76), ('4', 1.59), ('B', 1.33), ('e', 1.13), ('▁(', 0.96), ('<0x0A>', 0.81)]","[('▁if', 6.71), ('ipping', 2.39), ('irm', 2.01), ('irst', 1.0), ('bia', 0.89), ('leid', 0.83), ('▁fac', 0.81), ('▁_', 0.64), ('▁unless', 0.63), ('▁fil', 0.55)]","[('1', 54.17), ('2', 12.32), ('b', 4.01), ('3', 3.67), ('4', 2.5), ('0', 2.09), ('B', 1.67), ('<0x0A>', 1.53), ('▁(', 1.05), ('A', 0.82)]"
layer15,"[('scheid', 3.81), ('▁Bat', 1.55), ('psum', 0.84), ('▁einmal', 0.56), ('ulse', 0.46), ('inho', 0.46), ('▁Sto', 0.45), ('fw', 0.42), ('▁Intel', 0.4), ('ī', 0.35)]","[('1', 39.83), ('2', 15.6), ('b', 6.62), ('3', 4.98), ('0', 4.47), ('4', 2.31), ('<0x0A>', 1.66), ('5', 1.1), ('▁H', 1.03), ('B', 0.96)]","[('dek', 0.6), ('mont', 0.56), ('ów', 0.51), ('▁pon', 0.49), ('etra', 0.48), ('▁hors', 0.47), ('gon', 0.45), ('▁pra', 0.37), ('▁тех', 0.34), ('sce', 0.33)]","[('1', 31.26), ('b', 15.66), ('2', 12.58), ('3', 6.98), ('0', 3.94), ('4', 2.86), ('▁H', 1.83), ('a', 0.99), ('5', 0.88), ('B', 0.87)]"
layer16,"[('BL', 0.79), ('▁Ont', 0.47), ('feld', 0.47), ('nitz', 0.38), ('▁\\', 0.35), ('▁hall', 0.33), ('variant', 0.32), ('▁Bl', 0.32), ('wol', 0.29), ('iju', 0.28)]","[('1', 36.33), ('2', 12.79), ('b', 6.84), ('3', 5.88), ('0', 5.03), ('4', 2.87), ('▁H', 2.77), ('B', 1.53), ('5', 1.49), ('<0x0A>', 1.33)]","[('uni', 2.25), ('otal', 1.74), ('terne', 1.15), ('oby', 0.77), ('erb', 0.6), ('▁ca', 0.57), ('idor', 0.53), ('ongodb', 0.36), ('▁pu', 0.36), ('▁forg', 0.33)]","[('1', 24.91), ('2', 11.23), ('b', 8.27), ('3', 6.71), ('0', 5.07), ('▁H', 3.54), ('4', 2.66), ('<0x0A>', 1.91), ('B', 1.5), ('5', 1.21)]"
layer17,"[('unker', 2.08), ('bern', 1.79), ('ze', 1.33), ('<0xA6>', 1.22), ('ulse', 0.5), ('itul', 0.47), ('athon', 0.45), ('▁участ', 0.43), ('nic', 0.41), ('/$', 0.4)]","[('b', 27.15), ('1', 9.56), ('B', 7.14), ('2', 5.4), ('4', 4.64), ('3', 4.33), ('0', 2.16), ('A', 1.28), ('5', 1.16), ('▁_', 1.11)]","[('▁examples', 1.0), ('▁Cat', 0.9), ('▁name', 0.73), ('▁chair', 0.49), ('▁cat', 0.42), ('viders', 0.38), ('名', 0.37), ('mut', 0.34), ('ongo', 0.33), ('rol', 0.32)]","[('b', 44.77), ('1', 8.66), ('2', 4.66), ('B', 4.08), ('4', 4.02), ('3', 3.35), ('0', 1.35), ('▁_', 0.98), ('A', 0.96), ('<0x0A>', 0.94)]"
layer18,"[('▁letter', 5.72), ('▁#', 5.69), ('▁alphabet', 4.9), ('▁B', 1.99), ('Option', 0.88), ('▁Republic', 0.85), ('arr', 0.66), ('▁A', 0.66), ('option', 0.53), ('▁intermediate', 0.52)]","[('b', 36.98), ('B', 15.32), ('▁B', 7.41), ('2', 2.27), ('A', 2.15), ('▁A', 1.93), ('1', 1.73), ('4', 1.19), ('3', 0.81), ('c', 0.81)]","[('▁ring', 1.51), ('jd', 0.95), ('▁Nar', 0.86), ('▁Ast', 0.79), ('ring', 0.6), ('▁Alc', 0.59), ('▁vict', 0.52), ('▁snow', 0.52), ('▁aff', 0.49), ('▁rings', 0.4)]","[('b', 49.16), ('B', 14.57), ('A', 2.75), ('▁B', 2.6), ('c', 1.68), ('▁A', 1.64), ('2', 1.05), ('C', 0.86), ('▁C', 0.55), ('a', 0.46)]"
layer19,"[('▁Ben', 2.61), ('▁Br', 2.12), ('▁Nick', 2.0), ('B', 1.94), ('N', 1.26), ('▁B', 1.16), ('▁London', 1.02), ('▁nested', 0.73), ('▁Barcelona', 0.7), ('mb', 0.63)]","[('b', 44.52), ('B', 26.26), ('▁B', 4.3), ('A', 2.81), ('2', 1.58), ('▁A', 1.25), ('C', 1.01), ('4', 1.01), ('c', 0.83), ('1', 0.68)]","[('▁fruit', 1.67), ('Vor', 0.95), ('cca', 0.94), ('von', 0.72), ('͡', 0.61), ('▁државе', 0.52), ('<0xBD>', 0.5), ('CT', 0.44), ('BIT', 0.41), ('cas', 0.36)]","[('b', 65.66), ('B', 18.98), ('A', 1.98), ('4', 1.49), ('2', 1.42), ('▁B', 0.98), ('C', 0.79), ('c', 0.67), ('3', 0.53), ('▁A', 0.49)]"
layer20,"[('▁D', 99.48), ('D', 0.52), ('▁Д', 0.0), ('▁d', 0.0), ('Д', 0.0), ('DE', 0.0), ('d', 0.0), ('▁DE', 0.0), ('DP', 0.0), ('DS', 0.0)]","[('b', 37.18), ('▁D', 27.1), ('B', 16.64), ('D', 9.51), ('A', 1.78), ('▁B', 1.14), ('C', 0.71), ('2', 0.53), ('4', 0.52), ('d', 0.46)]","[('▁diss', 1.29), ('elve', 0.91), ('▁focus', 0.6), ('▁na', 0.6), ('▁Marsh', 0.58), ('▁home', 0.51), ('clipse', 0.41), ('ikal', 0.4), ('▁one', 0.33), ('県', 0.31)]","[('b', 39.95), ('▁D', 24.77), ('B', 14.65), ('D', 8.97), ('A', 1.91), ('▁B', 1.41), ('2', 0.77), ('4', 0.72), ('C', 0.66), ('▁A', 0.49)]"
layer21,"[('▁D', 50.22), ('▁C', 49.78), ('D', 0.0), ('C', 0.0), ('▁b', 0.0), ('▁Д', 0.0), ('▁Ц', 0.0), ('▁De', 0.0), ('b', 0.0), ('▁Cap', 0.0)]","[('▁D', 81.55), ('b', 8.44), ('D', 6.24), ('B', 1.23), ('▁C', 1.08), ('C', 0.67), ('A', 0.12), ('▁B', 0.1), ('▁b', 0.1), ('2', 0.06)]","[('▁A', 97.93), ('1', 0.19), ('▁c', 0.09), ('A', 0.05), ('▁B', 0.03), ('ня', 0.02), ('▁AB', 0.02), ('▁riv', 0.02), ('ival', 0.02), ('2', 0.02)]","[('▁D', 76.67), ('b', 6.78), ('D', 5.26), ('▁C', 3.85), ('B', 2.19), ('▁A', 1.09), ('A', 0.88), ('C', 0.85), ('▁B', 0.62), ('1', 0.4)]"
layer22,"[('▁A', 8.66), ('▁externes', 3.51), ('▁B', 1.49), ('td', 1.0), ('iformes', 0.86), ('arta', 0.84), ('▁wire', 0.64), ('heimer', 0.6), ('ṇ', 0.52), ('udni', 0.46)]","[('▁D', 70.43), ('D', 5.2), ('b', 5.01), ('▁A', 4.62), ('▁C', 3.95), ('B', 3.75), ('A', 2.21), ('▁B', 2.06), ('C', 1.63), ('2', 0.15)]","[('manifest', 2.46), ('▁pav', 1.1), ('ure', 0.96), ('▁manifest', 0.89), ('▁abort', 0.84), ('vim', 0.56), ('egründ', 0.54), ('ência', 0.53), ('chter', 0.52), ('▁joined', 0.4)]","[('▁D', 68.31), ('D', 8.78), ('▁C', 8.09), ('C', 4.2), ('B', 3.76), ('b', 2.71), ('▁B', 1.56), ('A', 0.65), ('▁A', 0.62), ('2', 0.13)]"
layer23,"[('ango', 0.69), ('{', 0.68), ('社', 0.31), ('""),', 0.3), ('pec', 0.28), ('tol', 0.27), ('▁Osten', 0.26), ('nahm', 0.24), ('ﬁ', 0.21), ('гер', 0.21)]","[('▁D', 45.4), ('D', 12.98), ('C', 9.95), ('▁C', 8.34), ('b', 7.15), ('B', 5.64), ('A', 2.29), ('▁B', 1.73), ('▁A', 1.31), ('2', 0.66)]","[('assen', 1.27), ('št', 0.98), ('▁&=\\', 0.83), ('psum', 0.72), ('<0xC7>', 0.67), ('ContentView', 0.51), ('▁Janeiro', 0.45), ('▁губер', 0.42), ('▁EventArgs', 0.36), ('onie', 0.36)]","[('▁D', 24.28), ('D', 20.46), ('B', 15.61), ('C', 10.78), ('b', 9.32), ('▁C', 4.99), ('A', 4.07), ('▁B', 2.32), ('▁A', 1.08), ('1', 0.89)]"
layer24,"[('D', 0.48), ('at', 0.46), ('Label', 0.44), ('ares', 0.31), ('B', 0.3), ('IS', 0.3), ('it', 0.29), ('co', 0.27), ('k', 0.24), ('▁к', 0.21)]","[('▁D', 29.37), ('D', 24.84), ('B', 17.74), ('C', 8.39), ('▁C', 3.98), ('b', 3.79), ('A', 3.02), ('▁B', 2.34), ('▁A', 0.76), ('1', 0.48)]","[('▁De', 2.63), ('▁Toy', 0.6), ('rew', 0.56), ('▁Southern', 0.53), ('ぐ', 0.49), ('▁disp', 0.45), ('prog', 0.45), ('▁Mun', 0.39), ('▁Br', 0.39), ('agy', 0.38)]","[('D', 26.83), ('▁D', 25.58), ('B', 19.01), ('C', 6.7), ('b', 5.28), ('▁C', 4.1), ('A', 2.89), ('▁B', 2.15), ('▁A', 0.77), ('1', 0.61)]"
layer25,"[('▁//', 99.82), ('//', 0.14), ('▁{', 0.04), ('{', 0.0), ('▁///', 0.0), ('▁<<', 0.0), ('▁\\\\', 0.0), ('////', 0.0), ('▁/', 0.0), ('}{', 0.0)]","[('D', 26.47), ('B', 24.28), ('▁D', 17.93), ('C', 4.32), ('b', 3.35), ('▁B', 3.05), ('1', 2.33), ('▁C', 2.32), ('A', 1.9), ('2', 1.21)]","[('▁B', 79.96), ('B', 0.74), ('▁Б', 0.14), ('ako', 0.13), ('ellig', 0.13), ('▁A', 0.13), ('asket', 0.13), ('▁C', 0.13), ('▁Coll', 0.12), ('wood', 0.1)]","[('B', 55.91), ('▁B', 16.01), ('▁D', 5.11), ('D', 3.78), ('▁C', 3.44), ('C', 2.73), ('1', 2.35), ('b', 1.8), ('A', 1.57), ('2', 1.26)]"
layer26,"[('▁""', 43.6), (""▁'"", 38.91), ('▁D', 4.13), (""'"", 1.4), ('""', 0.51), ('▁NOT', 0.23), ('"".', 0.21), ('.""', 0.21), (',""', 0.19), ('▁B', 0.17)]","[('B', 35.06), ('▁B', 20.33), ('▁D', 18.9), ('▁C', 4.92), ('D', 4.2), ('C', 2.48), ('A', 2.09), ('▁A', 1.44), ('1', 1.15), ('b', 0.9)]","[('ena', 2.0), ('ex', 0.94), ('enter', 0.9), ('lett', 0.66), ('è', 0.59), ('▁enter', 0.56), ('gen', 0.51), ('aso', 0.44), ('▁tom', 0.43), ('▁entered', 0.43)]","[('B', 41.4), ('▁B', 18.79), ('▁D', 18.4), ('▁C', 4.18), ('D', 4.14), ('C', 2.48), ('A', 1.64), ('▁A', 1.29), ('1', 1.0), ('b', 0.77)]"
layer27,"[(':\u2009', 5.47), (':', 1.35), ('which', 0.98), ('▁Tell', 0.64), ('▁which', 0.54), ('▁Give', 0.54), ('▁told', 0.53), ('▁tells', 0.45), ('▁turns', 0.38), ('▁:', 0.33)]","[('B', 42.84), ('▁B', 10.54), ('▁D', 9.78), ('D', 5.18), ('C', 3.38), ('▁C', 3.05), ('A', 1.96), ('1', 1.45), ('▁A', 1.21), ('▁{', 1.0)]","[('quelle', 1.49), ('▁to', 1.14), ('▁into', 1.04), ('ivi', 0.72), ('▁(', 0.65), ('ù', 0.62), ('ivid', 0.6), ('▁unto', 0.58), ('amour', 0.45), ('kem', 0.44)]","[('B', 22.46), ('▁B', 17.34), ('▁D', 15.39), ('C', 7.5), ('▁C', 5.71), ('D', 5.71), ('1', 2.27), ('2', 1.73), ('A', 1.41), ('▁""', 1.23)]"
layer28,"[('▁D', 86.65), ('▁B', 11.88), ('▁{', 1.42), ('▁C', 0.02), ('▁({', 0.0), ('▁(', 0.0), ('▁Б', 0.0), ('▁Д', 0.0), ('{', 0.0), ('▁A', 0.0)]","[('▁D', 39.11), ('▁B', 38.94), ('B', 8.96), ('▁C', 3.75), ('D', 2.14), ('▁{', 1.84), ('C', 1.08), ('▁""', 0.34), ('▁A', 0.23), ('A', 0.2)]","[('–', 37.51), ('“', 11.2), ('—', 5.49), ('B', 2.23), ('2', 2.2), ('…', 2.08), ('×', 1.97), ('1', 0.89), ('ens', 0.86), ('kan', 0.55)]","[('B', 63.72), ('▁B', 12.04), ('D', 6.28), ('▁D', 5.56), ('C', 2.94), ('▁C', 1.81), ('A', 1.03), ('▁{', 0.9), ('2', 0.39), ('1', 0.32)]"
layer29,"[('<0xF0>', 38.41), ('<0x0A>', 6.26), ('<0xEF>', 4.18), ('<0xE2>', 2.16), ('✔', 1.49), ('✅', 0.94), ('▁ak', 0.59), ('\u200d', 0.29), ('▁Ak', 0.28), ('&#', 0.24)]","[('B', 43.24), ('▁B', 18.9), ('▁D', 8.22), ('D', 4.17), ('C', 3.03), ('▁C', 2.05), ('▁{', 1.2), ('A', 1.15), ('<0x0A>', 0.74), ('<0xF0>', 0.58)]","[('1', 15.3), ('-', 4.86), ('4', 4.16), ('6', 3.36), ('▁', 2.95), ('7', 2.79), ('A', 2.75), ('8', 2.69), ('5', 2.36), ('2', 1.5)]","[('B', 64.31), ('▁B', 8.68), ('D', 6.09), ('▁D', 2.92), ('A', 2.42), ('C', 2.4), ('▁{', 1.05), ('1', 0.8), ('<0x0A>', 0.58), ('▁C', 0.51)]"
layer30,"[('▁{', 2.84), ('onda', 2.16), ('▁Попис', 1.6), ('azu', 1.07), ('ynomial', 0.7), ('virti', 0.55), ('тку', 0.52), ('\x91', 0.42), ('ktr', 0.42), ('mathchar', 0.41)]","[('B', 45.02), ('▁B', 11.85), ('▁{', 7.09), ('D', 4.81), ('▁D', 3.15), ('C', 1.87), ('A', 1.45), ('▁C', 0.74), ('<0x0A>', 0.57), ('▁(', 0.28)]","[(',', 31.19), ('<0x0A>', 21.24), ('2', 12.84), ('1', 5.86), ('3', 5.06), ('▁(', 4.55), ('▁on', 2.24), ('4', 1.44), ('▁from', 1.24), ('▁-', 1.02)]","[('▁B', 30.24), ('B', 19.93), ('▁D', 10.3), ('<0x0A>', 7.07), ('▁{', 6.33), ('D', 3.05), ('▁(', 2.29), ('▁C', 1.89), ('1', 1.8), ('2', 1.37)]"
